#------------------------
#   k         chi         dchi         e0
  7.6698451      -0.10692689E-01    146.56629        19999.700
  7.6869006      -0.70769270E-02    146.57814        19999.700
  7.7039183      -0.34591200E-02    146.59020        19999.700
  7.7208986      -0.47259417E-03    146.60248        19999.700
  7.7378415       0.23971037E-02    146.61497        19999.700
  7.7547475       0.52701708E-02    146.62766        19999.700
  7.7716166       0.74823185E-02    146.64056        19999.700
  7.7884493       0.95745137E-02    146.65367        19999.700
  7.8052456       0.11668446E-01    146.66697        19999.700
  7.8220059       0.13221388E-01    146.68047        19999.700
  7.8387303       0.14662988E-01    146.69417        19999.700
  7.8554191       0.16104701E-01    146.70806        19999.700
  7.8720726       0.17134221E-01    146.72214        19999.700
  7.8886908       0.18053692E-01    146.73640        19999.700
  7.9052742       0.18974595E-01    146.75084        19999.700
  7.9218228       0.19754552E-01    146.76547        19999.700
  7.9383370       0.20484506E-01    146.78028        19999.700
  7.9548168       0.21214335E-01    146.79525        19999.700
  7.9712626       0.21927873E-01    146.81041        19999.700
  7.9876745       0.22633906E-01    146.82573        19999.700
  8.0040528       0.23341224E-01    146.84121        19999.700
  8.0203976       0.24064497E-01    146.85686        19999.700
  8.0367092       0.24800773E-01    146.87268        19999.700
  8.0529877       0.25538287E-01    146.88865        19999.700
  8.0692334       0.26257925E-01    146.90477        19999.700
  8.0854465       0.26953786E-01    146.92105        19999.700
  8.1016271       0.27650823E-01    146.93748        19999.700
  8.1177755       0.28282889E-01    146.95405        19999.700
  8.1338918       0.28763230E-01    146.97077        19999.700
  8.1499762       0.29247583E-01    146.98763        19999.700
  8.1660290       0.29663897E-01    147.00463        19999.700
  8.1820503       0.29704855E-01    147.02176        19999.700
  8.1980402       0.29746725E-01    147.03903        19999.700
  8.2139990       0.29789487E-01    147.05642        19999.700
  8.2299269       0.29178642E-01    147.07395        19999.700
  8.2458240       0.28556724E-01    147.09160        19999.700
  8.2616905       0.27934005E-01    147.10937        19999.700
  8.2775267       0.26676346E-01    147.12725        19999.700
  8.2933325       0.25248469E-01    147.14526        19999.700
  8.3091083       0.23820998E-01    147.16338        19999.700
  8.3248542       0.21914099E-01    147.18160        19999.700
  8.3405704       0.19655632E-01    147.19994        19999.700
  8.3562570       0.17398766E-01    147.21838        19999.700
  8.3719143       0.14878449E-01    147.23692        19999.700
  8.3875423       0.11870729E-01    147.25556        19999.700
  8.4031412       0.88628728E-02    147.27430        19999.700
  8.4187113       0.58106669E-02    147.29313        19999.700
  8.4342525       0.23664123E-02    147.31204        19999.700
  8.4497653      -0.10781671E-02    147.33105        19999.700
  8.4652495      -0.45230971E-02    147.35014        19999.700
  8.4807055      -0.80273507E-02    147.36932        19999.700
  8.4961334      -0.11543812E-01    147.38857        19999.700
  8.5115334      -0.15059244E-01    147.40790        19999.700
  8.5269055      -0.18395283E-01    147.42730        19999.700
  8.5422499      -0.21581372E-01    147.44677        19999.700
  8.5575669      -0.24767892E-01    147.46631        19999.700
  8.5728564      -0.27791155E-01    147.48591        19999.700
  8.5881188      -0.30295632E-01    147.50558        19999.700
  8.6033541      -0.32798951E-01    147.52530        19999.700
  8.6185624      -0.35302608E-01    147.54508        19999.700
  8.6337440      -0.36934518E-01    147.56492        19999.700
  8.6488989      -0.38488354E-01    147.58480        19999.700
  8.6640273      -0.40040861E-01    147.60473        19999.700
  8.6791293      -0.40985320E-01    147.62471        19999.700
  8.6942051      -0.41469151E-01    147.64472        19999.700
  8.7092548      -0.41954374E-01    147.66478        19999.700
  8.7242785      -0.42220960E-01    147.68487        19999.700
  8.7392765      -0.41661771E-01    147.70499        19999.700
  8.7542487      -0.41100795E-01    147.72514        19999.700
  8.7691953      -0.40541005E-01    147.74532        19999.700
  8.7841165      -0.39248024E-01    147.76553        19999.700
  8.7990125      -0.37803848E-01    147.78575        19999.700
  8.8138832      -0.36357716E-01    147.80599        19999.700
  8.8287289      -0.34642082E-01    147.82625        19999.700
  8.8435497      -0.32562231E-01    147.84652        19999.700
  8.8583457      -0.30483263E-01    147.86680        19999.700
  8.8731170      -0.28400763E-01    147.88709        19999.700
  8.8878637      -0.25933145E-01    147.90737        19999.700
  8.9025860      -0.23463405E-01    147.92766        19999.700
  8.9172841      -0.20994520E-01    147.94795        19999.700
  8.9319579      -0.18499875E-01    147.96823        19999.700
  8.9466077      -0.15983911E-01    147.98851        19999.700
  8.9612335      -0.13465862E-01    148.00878        19999.700
  8.9758355      -0.10969410E-01    148.02904        19999.700
  8.9904137      -0.86396554E-02    148.04929        19999.700
  9.0049684      -0.63078663E-02    148.06954        19999.700
  9.0194996      -0.39770045E-02    148.08978        19999.700
  9.0340074      -0.18588683E-02    148.11001        19999.700
  9.0484920       0.13533285E-03    148.13024        19999.700
  9.0629534       0.21285126E-02    148.15046        19999.700
  9.0773917       0.40688105E-02    148.17067        19999.700
  9.0918072       0.56598226E-02    148.19087        19999.700
  9.1061998       0.72511839E-02    148.21107        19999.700
  9.1205697       0.88414119E-02    148.23126        19999.700
  9.1349170       0.10182926E-01    148.25144        19999.700
  9.1492418       0.11370518E-01    148.27162        19999.700
  9.1635442       0.12558348E-01    148.29179        19999.700
  9.1778243       0.13715271E-01    148.31196        19999.700
  9.1920822       0.14541643E-01    148.33211        19999.700
  9.2063181       0.15368155E-01    148.35226        19999.700
  9.2205319       0.16194807E-01    148.37240        19999.700
  9.2347239       0.16858366E-01    148.39254        19999.700
  9.2488941       0.17376576E-01    148.41267        19999.700
  9.2630427       0.17896327E-01    148.43279        19999.700
  9.2771696       0.18414649E-01    148.45290        19999.700
  9.2912751       0.18679137E-01    148.47301        19999.700
  9.3053592       0.18933219E-01    148.49311        19999.700
  9.3194220       0.19187284E-01    148.51321        19999.700
  9.3334637       0.19349243E-01    148.53329        19999.700
  9.3474842       0.19356666E-01    148.55337        19999.700
  9.3614837       0.19362521E-01    148.57345        19999.700
  9.3754623       0.19368293E-01    148.59351        19999.700
  9.3894202       0.19195646E-01    148.61357        19999.700
  9.4033573       0.18966387E-01    148.63363        19999.700
  9.4172737       0.18736983E-01    148.65367        19999.700
  9.4311697       0.18474725E-01    148.67371        19999.700
  9.4450452       0.17981836E-01    148.69374        19999.700
  9.4589003       0.17488732E-01    148.71377        19999.700
  9.4727352       0.16995410E-01    148.73379        19999.700
  9.4865499       0.16372457E-01    148.75380        19999.700
  9.5003445       0.15609406E-01    148.77381        19999.700
  9.5141191       0.14847553E-01    148.79380        19999.700
  9.5278738       0.14083925E-01    148.81380        19999.700
  9.5416087       0.13119084E-01    148.83378        19999.700
  9.5553238       0.12106267E-01    148.85376        19999.700
  9.5690193       0.11093096E-01    148.87373        19999.700
  9.5826952       0.10057236E-01    148.89369        19999.700
  9.5963516       0.88557223E-02    148.91365        19999.700
  9.6099886       0.76538044E-02    148.93360        19999.700
  9.6236063       0.64529721E-02    148.95355        19999.700
  9.6372047       0.52130034E-02    148.97348        19999.700
  9.6507840       0.39204735E-02    148.99341        19999.700
  9.6643442       0.26275165E-02    149.01334        19999.700
  9.6778854       0.13326422E-02    149.03325        19999.700
  9.6914076       0.62679779E-04    149.05316        19999.700
  9.7049111      -0.11957769E-02    149.07307        19999.700
  9.7183957      -0.24561411E-02    149.09296        19999.700
  9.7318617      -0.37169222E-02    149.11286        19999.700
  9.7453091      -0.48215306E-02    149.13274        19999.700
  9.7587379      -0.59175645E-02    149.15262        19999.700
  9.7721483      -0.70139704E-02    149.17249        19999.700
  9.7855403      -0.80600229E-02    149.19235        19999.700
  9.7989141      -0.88841073E-02    149.21220        19999.700
  9.8122695      -0.97069982E-02    149.23205        19999.700
  9.8256069      -0.10531680E-01    149.25190        19999.700
  9.8389261      -0.11217837E-01    149.27173        19999.700
  9.8522274      -0.11699727E-01    149.29156        19999.700
  9.8655107      -0.12183316E-01    149.31139        19999.700
  9.8787761      -0.12665620E-01    149.33120        19999.700
  9.8920238      -0.12973389E-01    149.35101        19999.700
  9.9052537      -0.13164809E-01    149.37082        19999.700
  9.9184660      -0.13356359E-01    149.39061        19999.700
  9.9316607      -0.13549532E-01    149.41040        19999.700
  9.9448380      -0.13497769E-01    149.43019        19999.700
  9.9579977      -0.13380313E-01    149.44996        19999.700
  9.9711401      -0.13262904E-01    149.46973        19999.700
  9.9842652      -0.13145541E-01    149.48950        19999.700
  9.9973731      -0.12818913E-01    149.50926        19999.700
  10.010464      -0.12480314E-01    149.52901        19999.700
  10.023537      -0.12140209E-01    149.54875        19999.700
  10.036594      -0.11792613E-01    149.56849        19999.700
  10.049634      -0.11340291E-01    149.58822        19999.700
  10.062656      -0.10889424E-01    149.60794        19999.700
  10.075662      -0.10438515E-01    149.62766        19999.700
  10.088651      -0.99860696E-02    149.64737        19999.700
  10.101624      -0.95305888E-02    149.66707        19999.700
  10.114580      -0.90735690E-02    149.68677        19999.700
  10.127519      -0.86180034E-02    149.70646        19999.700
  10.140442      -0.81848546E-02    149.72615        19999.700
  10.153348      -0.78040803E-02    149.74583        19999.700
  10.166238      -0.74217858E-02    149.76550        19999.700
  10.179111      -0.70409662E-02    149.78516        19999.700
  10.191969      -0.67020692E-02    149.80482        19999.700
  10.204810      -0.64305816E-02    149.82447        19999.700
  10.217635      -0.61591000E-02    149.84412        19999.700
  10.230443      -0.58876245E-02    149.86376        19999.700
  10.243236      -0.56596211E-02    149.88339        19999.700
  10.256013      -0.54841011E-02    149.90302        19999.700
  10.268774      -0.53086121E-02    149.92264        19999.700
  10.281519      -0.51331541E-02    149.94225        19999.700
  10.294249      -0.49817210E-02    149.96186        19999.700
  10.306962      -0.48528224E-02    149.98146        19999.700
  10.319660      -0.47239667E-02    150.00105        19999.700
  10.332343      -0.45951541E-02    150.02064        19999.700
  10.345010      -0.44513804E-02    150.04022        19999.700
  10.357661      -0.42956409E-02    150.05980        19999.700
  10.370297      -0.41399372E-02    150.07937        19999.700
  10.382917      -0.39842693E-02    150.09893        19999.700
  10.395523      -0.37745945E-02    150.11848        19999.700
  10.408113      -0.35214013E-02    150.13803        19999.700
  10.420687      -0.32667168E-02    150.15757        19999.700
  10.433247      -0.30135439E-02    150.17711        19999.700
  10.445791      -0.26822790E-02    150.19664        19999.700
  10.458321      -0.22834067E-02    150.21616        19999.700
  10.470835      -0.18845066E-02    150.23568        19999.700
  10.483335      -0.14855789E-02    150.25519        19999.700
  10.495819      -0.10099833E-02    150.27470        19999.700
  10.508289      -0.45919295E-03    150.29420        19999.700
  10.520744       0.91664483E-04    150.31369        19999.700
  10.533185       0.64258903E-03    150.33317        19999.700
  10.545610       0.12462041E-02    150.35265        19999.700
  10.558021       0.19115525E-02    150.37213        19999.700
  10.570418       0.25785014E-02    150.39159        19999.700
  10.582799       0.32440433E-02    150.41105        19999.700
  10.595167       0.39247249E-02    150.43051        19999.700
  10.607520       0.46295789E-02    150.44995        19999.700
  10.619859       0.53345397E-02    150.46940        19999.700
  10.632183       0.60381022E-02    150.48883        19999.700
  10.644493       0.67237100E-02    150.50826        19999.700
  10.656789       0.73687769E-02    150.52768        19999.700
  10.669070       0.80139348E-02    150.54710        19999.700
  10.681338       0.86591837E-02    150.56651        19999.700
  10.693591       0.92713948E-02    150.58591        19999.700
  10.705831       0.97556738E-02    150.60531        19999.700
  10.718056       0.10238496E-01    150.62470        19999.700
  10.730268       0.10722874E-01    150.64409        19999.700
  10.742465       0.11189222E-01    150.66347        19999.700
  10.754649       0.11431097E-01    150.68284        19999.700
  10.766819       0.11672959E-01    150.70220        19999.700
  10.778976       0.11916315E-01    150.72157        19999.700
  10.791118       0.12156645E-01    150.74092        19999.700
  10.803247       0.12134638E-01    150.76027        19999.700
  10.815362       0.12092950E-01    150.77961        19999.700
  10.827464       0.12049668E-01    150.79894        19999.700
  10.839552       0.12006300E-01    150.81827        19999.700
  10.851627       0.11747149E-01    150.83760        19999.700
  10.863689       0.11419972E-01    150.85691        19999.700
  10.875737       0.11094145E-01    150.87623        19999.700
  10.887771       0.10768161E-01    150.89553        19999.700
  10.899793       0.10294123E-01    150.91483        19999.700
  10.911801       0.97142350E-02    150.93412        19999.700
  10.923796       0.91341254E-02    150.95341        19999.700
  10.935778       0.85553036E-02    150.97269        19999.700
  10.947746       0.79158635E-02    150.99196        19999.700
  10.959702       0.71795395E-02    151.01123        19999.700
  10.971645       0.64429542E-02    151.03049        19999.700
  10.983574       0.57076183E-02    151.04975        19999.700
  10.995491       0.49629577E-02    151.06900        19999.700
  11.007395       0.41727080E-02    151.08824        19999.700
  11.019285       0.33821841E-02    151.10748        19999.700
  11.031163       0.25913863E-02    151.12671        19999.700
  11.043029       0.18018261E-02    151.14594        19999.700
  11.054881       0.10528073E-02    151.16516        19999.700
  11.066721       0.30806129E-03    151.18437        19999.700
  11.078548      -0.43543409E-03    151.20358        19999.700
  11.090363      -0.11791903E-02    151.22278        19999.700
  11.102165      -0.18385118E-02    151.24198        19999.700
  11.113955      -0.24557192E-02    151.26117        19999.700
  11.125732      -0.30716421E-02    151.28035        19999.700
  11.137496      -0.36862796E-02    151.29953        19999.700
  11.149248      -0.42345640E-02    151.31870        19999.700
  11.160988      -0.46710686E-02    151.33787        19999.700
  11.172715      -0.51077548E-02    151.35703        19999.700
  11.184431      -0.55446226E-02    151.37618        19999.700
  11.196133      -0.59635043E-02    151.39533        19999.700
  11.207824      -0.62054079E-02    151.41447        19999.700
  11.219503      -0.64474433E-02    151.43361        19999.700
  11.231169      -0.66880960E-02    151.45274        19999.700
  11.242823      -0.69288799E-02    151.47186        19999.700
  11.254465      -0.70319382E-02    151.49098        19999.700
  11.266095      -0.70941850E-02    151.51009        19999.700
  11.277713      -0.71565178E-02    151.52920        19999.700
  11.289320      -0.72174209E-02    151.54830        19999.700
  11.300914      -0.72192982E-02    151.56740        19999.700
  11.312496      -0.71424209E-02    151.58649        19999.700
  11.324067      -0.70640780E-02    151.60557        19999.700
  11.335626      -0.69873015E-02    151.62465        19999.700
  11.347172      -0.69029932E-02    151.64372        19999.700
  11.358708      -0.67398687E-02    151.66278        19999.700
  11.370231      -0.65752560E-02    151.68184        19999.700
  11.381743      -0.64121883E-02    151.70090        19999.700
  11.393243      -0.62491492E-02    151.71994        19999.700
  11.404732      -0.60618603E-02    151.73899        19999.700
  11.416209      -0.58639706E-02    151.75802        19999.700
  11.427674      -0.56676182E-02    151.77705        19999.700
  11.439128      -0.54712858E-02    151.79608        19999.700
  11.450571      -0.52780096E-02    151.81510        19999.700
  11.462002      -0.50923456E-02    151.83411        19999.700
  11.473422      -0.49067042E-02    151.85312        19999.700
  11.484830      -0.47210851E-02    151.87212        19999.700
  11.496227      -0.45354884E-02    151.89112        19999.700
  11.507613      -0.43878916E-02    151.91011        19999.700
  11.518988      -0.42433651E-02    151.92909        19999.700
  11.530351      -0.40988711E-02    151.94807        19999.700
  11.541703      -0.39544096E-02    151.96704        19999.700
  11.553044      -0.38358181E-02    151.98601        19999.700
  11.564374      -0.37446262E-02    152.00497        19999.700
  11.575693      -0.36534799E-02    152.02393        19999.700
  11.587000      -0.35623791E-02    152.04288        19999.700
  11.598297      -0.34743650E-02    152.06183        19999.700
  11.609583      -0.34320213E-02    152.08076        19999.700
  11.620857      -0.33897350E-02    152.09970        19999.700
  11.632121      -0.33490274E-02    152.11863        19999.700
  11.643374      -0.33068560E-02    152.13755        19999.700
  11.654616      -0.32830007E-02    152.15646        19999.700
  11.665847      -0.32744247E-02    152.17538        19999.700
  11.677068      -0.32643922E-02    152.19428        19999.700
  11.688277      -0.32544248E-02    152.21318        19999.700
  11.699476      -0.32460446E-02    152.23207        19999.700
  11.710664      -0.32438197E-02    152.25096        19999.700
  11.721842      -0.32416616E-02    152.26985        19999.700
  11.733009      -0.32395701E-02    152.28872        19999.700
  11.744165      -0.32375452E-02    152.30759        19999.700
  11.755311      -0.32249240E-02    152.32646        19999.700
  11.766446      -0.32032259E-02    152.34532        19999.700
  11.777570      -0.31815892E-02    152.36418        19999.700
  11.788684      -0.31600140E-02    152.38303        19999.700
  11.799788      -0.31354521E-02    152.40187        19999.700
